model,dataset,sample_id,context_length,block_index,lookback_start,lookback_end,method,perturbation_type,layer,clean_loss,intervened_loss,loss_delta,prediction_distance,recovery_score,attribution_score,seed,requested_context_length,horizon,metric,prediction_distance_norm,severity,loss_recovery
Sundial-Base-128M,synthetic,synth_42_0,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.6758246747776866,0.46111145708709955,-0.21471321769058704,0.24503902159631252,,,42,2560,64,mae,0.15916004270605585,,
Sundial-Base-128M,synthetic,synth_42_1,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.1867710156366229,0.17982192989438772,-0.006949085742235184,0.0823926255106926,,,42,2560,64,mae,0.06159942244204567,,
Sundial-Base-128M,synthetic,synth_42_2,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.4197217121545691,0.40645309843239374,-0.01326861372217536,0.08472900604829192,,,42,2560,64,mae,0.17930182038989317,,
Sundial-Base-128M,synthetic,synth_42_3,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.7527785477759608,0.6674868454756506,-0.08529170230031013,0.3561876378953457,,,42,2560,64,mae,0.32725956110497173,,
Sundial-Base-128M,synthetic,synth_42_4,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.1721495564779616,0.3200958723682561,0.1479463158902945,0.1861960948444903,,,42,2560,64,mae,0.8714767745028879,,
Sundial-Base-128M,synthetic,synth_42_5,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,1.5261168792203534,0.938993606279837,-0.5871232729405165,0.6489509306848049,,,42,2560,64,mae,0.5627849278587507,,
Sundial-Base-128M,synthetic,synth_42_7,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,1.121248738723807,1.1397312151966617,0.018482476472854614,0.12388572283089161,,,42,2560,64,mae,0.30130640015638327,,
Sundial-Base-128M,synthetic,synth_42_8,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.27991767320781946,0.49874245654791594,0.21882478334009647,0.34488588315434754,,,42,2560,64,mae,1.3502275551771332,,
Sundial-Base-128M,synthetic,synth_42_9,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.8328375458186201,0.6147992364531092,-0.21803830936551094,0.4116671718657017,,,42,2560,64,mae,0.24864298946011426,,
Sundial-Base-128M,synthetic,synth_42_10,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.16299806791357696,0.18789410986937582,0.024896041955798864,0.15193768171593547,,,42,2560,64,mae,0.21359828857799612,,
Sundial-Base-128M,synthetic,synth_42_11,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.06091070733964443,0.1937218140810728,0.13281110674142838,0.17584606632590294,,,42,2560,64,mae,0.10962789131672547,,
Sundial-Base-128M,synthetic,synth_42_12,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,1.5158278259914368,1.5233395413961262,0.007511715404689312,0.9261771766468883,,,42,2560,64,mae,0.6129222078886348,,
Sundial-Base-128M,synthetic,synth_42_14,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.5382153808022849,0.6409206071984954,0.10270522639621049,0.501122513669543,,,42,2560,64,mae,1.1091934399618382,,
Sundial-Base-128M,synthetic,synth_42_16,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.2606571820215322,0.2690762978163548,0.008419115794822574,0.2880151041317731,,,42,2560,64,mae,1.4967514830477813,,
Sundial-Base-128M,synthetic,synth_42_17,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.04756757989525795,0.06196508277207613,0.01439750287681818,0.02008517924696207,,,42,2560,64,mae,0.021170514752414653,,
Sundial-Base-128M,synthetic,synth_42_18,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.261518338607857,0.2547902826045174,-0.006728056003339589,0.06437438743887469,,,42,2560,64,mae,1.3474743707685055,,
Sundial-Base-128M,synthetic,synth_42_19,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.1284353481605649,0.10635377373546362,-0.02208157442510128,0.04819594882428646,,,42,2560,64,mae,0.05643530742670689,,
Sundial-Base-128M,synthetic,synth_42_21,2560,32,32,2560,context_decomposition,attention_mask/full_history_stats,,0.28256572523969226,0.3404208393476438,0.05785511410795152,0.1456970393192023,,,42,2560,64,mae,0.3302176783311397,,
