model,dataset,sample_id,context_length,block_index,lookback_start,lookback_end,method,perturbation_type,layer,clean_loss,intervened_loss,loss_delta,prediction_distance,recovery_score,attribution_score,seed,requested_context_length,horizon,metric,prediction_distance_norm,severity,loss_recovery
Moirai2-Small,synthetic,synth_42_0,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.6525434479117393,0.8411333188414574,0.18858987092971802,1.4803421907126904,,,42,6144,64,mae,0.9765685128198865,,
Moirai2-Small,synthetic,synth_42_1,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.18811452109366655,1.20121303293854,1.0130985118448734,1.2482587173581123,,,42,6144,64,mae,0.9264955548480996,,
Moirai2-Small,synthetic,synth_42_2,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.4086154518154217,0.33642743043310475,-0.07218802138231695,0.1086913866456598,,,42,6144,64,mae,0.25292498107947553,,
Moirai2-Small,synthetic,synth_42_3,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.7627649576606927,1.0167365194793092,0.25397156181861646,0.7539632255211473,,,42,6144,64,mae,0.6934882424964611,,
Moirai2-Small,synthetic,synth_42_4,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.17509671350126155,1.6343326975475065,1.459235984046245,1.522087655030191,,,42,6144,64,mae,7.4343561859616525,,
Moirai2-Small,synthetic,synth_42_5,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,1.4780903192586266,0.7261072821129346,-0.7519830371456919,0.9649760355678154,,,42,6144,64,mae,0.8833485027646697,,
Moirai2-Small,synthetic,synth_42_7,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,1.0634138940367848,1.1389502188867482,0.07553632484996342,0.613560968751699,,,42,6144,64,mae,1.0942887983581226,,
Moirai2-Small,synthetic,synth_42_8,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.34239418781362474,0.5093592198390979,0.1669650320254732,0.2112903959059622,,,42,6144,64,mae,1.5010912222341952,,
Moirai2-Small,synthetic,synth_42_9,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.8365948941536772,0.9458583031337184,0.10926340898004128,1.654300507856533,,,42,6144,64,mae,0.984055696833256,,
Moirai2-Small,synthetic,synth_42_10,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.2002064767293632,0.7154003747273237,0.5151938979979604,0.8291967574041337,,,42,6144,64,mae,1.0475304211589052,,
Moirai2-Small,synthetic,synth_42_11,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.0640714094042778,1.046355954837054,0.9822845454327762,1.0162266637198627,,,42,6144,64,mae,0.6390632682033865,,
Moirai2-Small,synthetic,synth_42_12,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,6.297214964288287,1.5111916702007875,-4.786023294087499,4.891593308886513,,,42,6144,64,mae,0.9960390983640293,,
Moirai2-Small,synthetic,synth_42_14,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.8027191364089958,0.5252428185485769,-0.27747631786041893,0.4597621811844874,,,42,6144,64,mae,0.6131304375201178,,
Moirai2-Small,synthetic,synth_42_16,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.24091914424207062,0.5735914154211059,0.3326722711790353,0.6074521376285702,,,42,6144,64,mae,2.4014262699938653,,
Moirai2-Small,synthetic,synth_42_17,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.05281800217926502,0.7821533801034093,0.7293353779241443,0.7411705991253257,,,42,6144,64,mae,0.7872559108761821,,
Moirai2-Small,synthetic,synth_42_18,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.24805067185661756,0.6961155819881242,0.4480649101315066,0.6804753651376814,,,42,6144,64,mae,8.336725674110735,,
Moirai2-Small,synthetic,synth_42_19,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.16049725096672773,0.9167017610743642,0.7562045101076365,1.0698801092803478,,,42,6144,64,mae,1.1820286196112522,,
Moirai2-Small,synthetic,synth_42_21,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.29582058056257665,0.9937864444218576,0.6979658638592809,0.8266716359648854,,,42,6144,64,mae,2.090099027030396,,
Moirai2-Small,synthetic,synth_42_22,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,1.1136278822086751,2.594903154298663,1.481275272089988,1.5002374914474785,,,42,6144,64,mae,1.9895768419108721,,
Moirai2-Small,synthetic,synth_42_23,6144,32,32,6144,context_decomposition,attention_mask/full_history_stats,,0.5499823651334736,0.5374738033860922,-0.012508561747381464,0.020418762316694483,,,42,6144,64,mae,0.29733337007526356,,
